hyb	chr_num	allele	cell_id	z	x	y	z.hat	x.hat	y.hat
23	5255	CAST	41015	3569.14352934568	114339.617979169	59749.2989031779	19.6064874364199	1050.47635852453	546.789620831731
24	5255	CAST	41015	3482.59830877728	114292.81284045	59784.1735790263	19.1737613335779	1050.04695358215	547.109571986304
26	5255	CAST	41015	3521.77211658295	114467.338107777	59616.3097476295	19.3696303726062	1051.64810282368	545.569536835874
28	5255	CAST	41015	3463.71007818546	114641.758342384	59611.148360447	19.0793201806188	1053.24828846229	545.522184659887
29	5255	CAST	41015	2805.73478261025	113874.009583452	59308.1672413773	15.7894437027427	1046.20472186657	542.74254136567
31	5255	CAST	41015	3380.45697248509	114517.176708243	59694.7118690882	18.663054652117	1052.10533769035	546.288822353844
32	5255	CAST	41015	3369.45908728605	114417.622665714	59683.7516871253	18.6080652261217	1051.19199785063	546.188270225743
33	5255	CAST	41015	3134.30600537663	114251.88352407	59445.1349249191	17.4322998165747	1049.67145526674	543.999125618347
36	5255	CAST	41015	3380.80643529295	114359.970296372	59741.9526836456	18.6648019661562	1050.66307703098	546.72222432226
37	5255	CAST	41015	3467.63822877553	114242.30784199	59788.6538129484	19.0989609335692	1049.58360497243	547.150675049809
38	5255	CAST	41015	3434.73021159262	114241.372446136	59842.6090815095	18.9344208476546	1049.57502335909	547.645677513672
39	5255	CAST	41015	3240.2633057838	114291.83504803	59825.690314379	17.9620863186105	1050.03798300949	547.490459466603
40	5255	CAST	41015	3285.36595123773	114149.542946597	59739.3387411018	18.1875995458802	1048.73255088625	546.698243198005
1	5263	CAST	41019	1531.05962245522	80701.6823324768	91315.0553388501	9.41606790196759	741.871444334693	836.383716571843
2	5263	CAST	41019	1668.59558395134	80763.6276043835	91346.2650067719	10.1037477094482	742.439749581543	836.670043800483
3	5263	CAST	41019	1600.30579145248	80780.9648554158	91307.2960251562	9.76229874695389	742.598806930464	836.312530207678
6	5263	CAST	41019	1424.48455341849	80506.2565427436	91118.0985593074	8.88319255678393	740.078547181178	834.576773640258
7	5263	CAST	41019	1429.22164702471	80476.8704636622	91128.4520556774	8.90687802481504	739.808950125385	834.671759845487
10	5263	CAST	41019	1647.05781154551	80717.1365257696	91029.6014313042	9.99605884741905	742.013225924536	833.764873383348
11	5263	CAST	41019	1601.55186189107	80513.6176927179	90981.3807142868	9.76852909914687	740.14608066718	833.322481484106
13	5263	CAST	41019	1526.76291695078	80570.0323377027	91120.4433093763	9.39458437444539	740.663646217499	834.59828510878
14	5263	CAST	41019	1638.85428233311	80661.890352518	91091.2707079111	9.95504120135703	741.506380298374	834.330646563228
15	5263	CAST	41019	1433.2871564644	80581.5566091857	91097.1846880726	8.92720557201349	740.769373478812	834.384903261957
18	5263	CAST	41019	1296.87989706138	80685.8591631531	91005.6942564148	8.24516927499839	741.72627764365	833.545541503629
19	5263	CAST	41019	1472.29967711101	80547.2365520437	91048.6165487792	9.12226817524654	740.454510569252	833.939324002385
20	5263	CAST	41019	1557.84949443143	80379.9371948295	91100.8603312253	9.55001726184865	738.919654081048	834.418624758771
21	5263	CAST	41019	1617.59415229486	80562.2544366466	91163.9370493261	9.84874055116578	740.592289327077	834.997310245934
23	5263	CAST	41019	1583.56210333744	80432.5541462697	91070.0588302575	9.67858030637871	739.402378406188	834.136042181085
25	5263	CAST	41019	1346.45156077333	80748.5378648765	91073.5498775545	8.49302759355817	742.301311604416	834.168070137938
28	5263	CAST	41019	1460.68254190091	80612.2429869024	90957.9077823939	9.06418249919604	741.050899879883	833.107133485089
29	5263	CAST	41019	1506.05352798434	80668.717886229	90906.6490207128	9.2910374296132	741.569018222328	832.636869616455
30	5263	CAST	41019	1414.89239965014	80606.022480616	91010.9299374772	8.83523178794222	740.993831014869	833.593575274844
31	5263	CAST	41019	1335.09733454585	80923.9732811585	90964.2437295103	8.43625646242076	743.91081083636	833.165261440285
32	5263	CAST	41019	1271.87450291344	80912.920818571	90891.7208731558	8.12014230425869	743.809412097026	832.49991413428
33	5263	CAST	41019	1512.20888895476	80830.6142548353	91103.5967643766	9.32181423446531	743.054306007707	834.443729650067
35	5263	CAST	41019	1546.97474507552	80896.0666923989	91325.3951608707	9.49564351506908	743.654787086272	836.478577324325
36	5263	CAST	41019	1707.11884760643	80625.1962155733	91153.6204362752	10.2963640277236	741.169736840166	834.902662419779
37	5263	CAST	41019	1547.94110475586	80562.3336568575	91357.768889317	9.50047531347081	740.593016118002	836.775584007319
38	5263	CAST	41019	1524.53221934674	80549.3154027796	91372.7393905335	9.38343088642522	740.473582594352	836.912928055177
39	5263	CAST	41019	1081.25234519708	80370.9708376811	90954.1060836595	7.16703151567691	738.837393923724	833.072255515048
40	5263	CAST	41019	1051.30039469847	80237.7254109331	90989.2338649227	7.01727176318386	737.614958815944	833.394528737647
4	5279	CAST	41027	3434.03561376178	42976.685757738	101570.708099223	18.9309478585004	395.770558327916	930.472274006455
5	5279	CAST	41027	3584.43390599476	42978.0841230964	101572.915434946	19.6829393196653	395.7833873679	930.492524792908
10	5279	CAST	41027	4148.31719690068	43619.7917695055	101822.676660072	22.5023557741949	401.670613481746	932.783912179379
14	5279	CAST	41027	4009.48656878409	43545.2077704705	101960.641308441	21.8082026336119	400.986356609865	934.049642898363
17	5279	CAST	41027	4086.46087177706	43589.2087751897	101890.436273021	22.1930741485768	401.390035552243	933.405560004603
18	5279	CAST	41027	3948.03348643695	43663.9721723708	101857.992361982	21.5009372218763	402.075938278675	933.107909444609
19	5279	CAST	41027	4056.2272373473	43624.7359230937	101880.060115605	22.041905976428	401.715972688976	933.310365899869
20	5279	CAST	41027	4032.57856696522	43452.2628044473	101862.91165969	21.9236626245176	400.13365049956	933.153040616245
21	5279	CAST	41027	3719.98537970823	43267.3626946092	101943.176492298	20.3606966882326	398.437319216642	933.889415227331
22	5279	CAST	41027	3746.38488109029	43261.5425556987	101772.542253929	20.4926941951429	398.383923446821	932.323963499172
23	5279	CAST	41027	4041.73351496059	43488.9607852847	101942.903949763	21.9694373644944	400.470329222839	933.886914837101
25	5279	CAST	41027	3778.03410415485	43346.5971639833	101763.6807713	20.6509403104657	399.164240954019	932.242665493397
27	5279	CAST	41027	4044.63483823406	43486.8672292042	101913.971582063	21.9839439808618	400.451122286321	933.62148027104
28	5279	CAST	41027	3909.32420497989	43313.2062527505	101863.532899786	21.307390814591	398.857902318856	933.158740066667
29	5279	CAST	41027	4012.86330590085	43232.0721552108	101782.708147776	21.8250863191957	398.113552800143	932.417228580336
31	5279	CAST	41027	3818.91788078232	43308.2631487801	101842.611512563	20.8553591936031	398.812552741145	932.966800734345
35	5279	CAST	41027	3741.76906089403	43444.062733199	101822.576883394	20.4696150941617	400.058420488108	932.782996797017
37	5279	CAST	41027	4107.06538173792	43337.0248168183	101670.451667082	22.2960966983811	399.076421255257	931.387352610668
38	5279	CAST	41027	4108.72105955287	43334.1295044606	101587.112633274	22.3043750874558	399.049858756563	930.622774318852
39	5279	CAST	41027	3988.72018946315	43448.9075414856	101547.665794365	21.7043707370072	400.102868270554	930.260876714184
40	5279	CAST	41027	3896.14545938509	43416.3659659949	101576.068694521	21.241497086617	399.804321706419	930.521453779835
0	5287	CAST	41031	2641.49211247001	58227.521394512	107881.398121643	14.9682303520416	535.686481601071	988.36851274425
1	5287	CAST	41031	2762.2754253213	58292.0789735457	107943.277979185	15.572146916298	536.278752968353	988.936217859319
3	5287	CAST	41031	2758.51430277061	58321.6548500091	107860.811704436	15.5533413035445	536.550091284531	988.17964653135
4	5287	CAST	41031	2297.95777563356	58394.8725317812	108145.536797005	13.2505586678593	537.221813135651	990.791803343902
5	5287	CAST	41031	2463.49760014616	58364.0854062504	108074.957610288	14.0782577904223	536.939362442708	990.144287869439
11	5287	CAST	41031	2818.06571872851	58576.55454592	107856.953542545	15.8510983833341	538.888620604814	988.144250550698
12	5287	CAST	41031	2716.07590141759	58604.7548154365	107846.407951399	15.3411492967794	539.147338673773	988.047502008071
14	5287	CAST	41031	2818.74979288913	58672.8819201719	108082.218340266	15.8545187541371	539.772357983272	990.210900071071
15	5287	CAST	41031	2712.75544842763	58637.9031570809	108080.990433767	15.3245470318296	539.451451899868	990.199634873834
17	5287	CAST	41031	2639.38235498604	58550.3168308591	108034.293376694	14.9576815646217	538.647907622604	989.771221506194
18	5287	CAST	41031	2529.33072601167	58452.8270444593	107982.061574009	14.4074234197498	537.753505912515	989.29203065587
21	5287	CAST	41031	2623.71780749478	58534.9189491174	107894.587310504	14.8793588271654	538.506642652497	988.489514476927
23	5287	CAST	41031	2761.59472525341	58601.1441269951	108490.105083547	15.5687434159586	539.114213091742	993.95298028466
24	5287	CAST	41031	2828.13195570133	58585.7637792247	108462.141292318	15.9014295681981	538.973108983757	993.696431741273
25	5287	CAST	41031	2697.68097145135	58311.0462720608	108089.000477022	15.2491746469482	536.452764881336	990.273121509195
26	5287	CAST	41031	2618.59044664175	58315.2286552301	108061.5221639	14.8537220229003	536.491135369127	990.021026893406
27	5287	CAST	41031	2724.12697293962	58413.4389936346	107995.824951267	15.3814046543896	537.392147648068	989.418300171999
28	5287	CAST	41031	2707.57231555119	58593.8492218009	107796.96989027	15.2986313674474	539.047287356015	987.593941814224
29	5287	CAST	41031	2673.40523973475	58515.6397963169	107921.803786594	15.1277959883653	538.329769691025	988.739206918113
31	5287	CAST	41031	2754.01834334046	58474.3674605848	108045.94567856	15.5308615063938	537.951124409079	989.878123358173
32	5287	CAST	41031	2699.17045497185	58449.9407734285	107878.681354988	15.2566220645508	537.727026361773	988.343588279531
35	5287	CAST	41031	2630.99502588408	58614.8909479196	107928.701898403	14.9157449191119	539.240330714902	988.802492347558
37	5287	CAST	41031	2999.6227432256	58195.6291453865	108109.743551091	16.7588835058195	535.393892159553	990.463424941021
38	5287	CAST	41031	2854.85203853416	58182.2864146571	108028.495172096	16.0350299823623	535.271481785888	989.718026968597
39	5287	CAST	41031	2873.43212548561	58076.0000218255	108048.197823092	16.1279304171196	534.296377264497	989.898785234609
40	5287	CAST	41031	2961.76050956991	58090.2524020255	108053.944557874	16.5695723375411	534.427133046149	989.951507572061
3	5289	CAST	41032	7585.29958952265	102113.01559813	109612.940432885	39.6872677373048	938.305694478304	1004.2542220217
6	5289	CAST	41032	7346.12609016525	102312.053852217	110267.726166515	38.4914002405178	940.131733506624	1010.26143058712
7	5289	CAST	41032	7603.51748147627	102255.139093484	110256.57704502	39.7783571970728	939.609579756782	1010.15914506881
9	5289	CAST	41032	7528.06016361227	102119.059811857	110231.038847706	39.4010706077528	938.36114598038	1009.92484968061
10	5289	CAST	41032	7530.9761253986	102237.553111388	110192.959451512	39.4156504166845	939.448240471497	1009.57549742195
11	5289	CAST	41032	7438.23708529924	102236.328951057	110068.660800675	38.9519552161877	939.437009642771	1008.43514282712
15	5289	CAST	41032	7741.961692272	102392.527902084	110366.230361775	40.4705782510515	940.870027542095	1011.16513880051
18	5289	CAST	41032	7867.03057262385	102022.390693035	110670.134978226	41.0959226528107	937.474273330642	1013.95325454777
21	5289	CAST	41032	7773.61209394774	102185.761167106	110530.753177849	40.6288302594302	938.973085019366	1012.67452243422
25	5289	CAST	41032	7755.38702683021	102136.099359227	110574.675304905	40.5377049238426	938.517472103047	1013.07747772831
26	5289	CAST	41032	7801.24572898508	102261.602270252	110366.234980123	40.7669984346169	939.668874956485	1011.16518117068
28	5289	CAST	41032	7363.77824615858	102224.67204536	110363.068327108	38.5796610204844	939.330065553805	1011.13612930815
29	5289	CAST	41032	8183.69054550591	102114.401867712	109612.840045275	42.6792225172211	938.31841254786	1004.25330103446
32	5289	CAST	41032	7796.96410395332	102073.032741801	110562.734256271	40.7455903094581	937.938879282623	1012.96792682341
33	5289	CAST	41032	7798.29792186571	102174.926049308	109640.687371742	40.7522593990201	938.873680268927	1004.50878109379
35	5289	CAST	41032	7710.64370866883	102186.977439178	110435.922053433	40.3139883330356	938.984243478742	1011.80451211848
37	5289	CAST	41032	7789.62426188238	102221.428203946	110308.979795336	40.7088910991034	939.300305540833	1010.63990424603
38	5289	CAST	41032	7568.60547986367	102206.379838398	110254.341237091	39.6037971890099	939.16224714131	1010.13863306947
39	5289	CAST	41032	7556.18698693283	102122.967659781	110178.3490586	39.5417047243556	938.396997796198	1009.44145712
40	5289	CAST	41032	7394.29075955276	102298.77154101	110163.058589685	38.7322235874553	940.009877440499	1009.30117758868
5	5309	CAST	41042	4270.51675207259	40168.2228774445	132765.024055929	23.1133535500545	370.00484382981	1216.65865893037
6	5309	CAST	41042	4249.80684497016	40067.1509061739	132756.732508981	23.0098040145423	369.077578038336	1216.58258969231
8	5309	CAST	41042	4268.25669397293	40071.2195505432	132792.920961634	23.1020532595562	369.114905050899	1216.91459384509
14	5309	CAST	41042	4403.91248173539	40149.1790497306	132831.00367358	23.7803321983684	369.830129814086	1217.26397652349
15	5309	CAST	41042	4228.49543926822	40204.222259374	133173.958225449	22.9032469860326	370.335113388796	1220.41034855899
16	5309	CAST	41042	4308.11702331448	40181.1991459101	132713.757600827	23.3013549062639	370.123892164356	1216.18832447989
17	5309	CAST	41042	4293.63341241269	40199.358801265	132717.82811564	23.228936851755	370.290494507062	1216.22566865248
18	5309	CAST	41042	4318.58972922749	40066.998313156	132772.001594896	23.3537184358289	369.076178102392	1216.72267304933
19	5309	CAST	41042	4289.00591523289	40099.1916104766	133044.31797409	23.205799365856	369.371529453957	1219.22098845478
20	5309	CAST	41042	4352.43048455562	40134.305180873	133009.732678456	23.5229222124696	369.693672301631	1218.90369216455
21	5309	CAST	41042	4311.63992900271	40103.6529578656	132941.196150473	23.3189694347051	369.412459246517	1218.27491667848
22	5309	CAST	41042	4576.66420316909	40040.400141352	132834.129912907	24.6440908055369	368.832158177585	1217.29265761824
23	5309	CAST	41042	4326.09695536762	39919.9815962931	132931.639611152	23.3912545665296	367.727400883467	1218.18724200581
24	5309	CAST	41042	4215.58596667065	40006.306818044	132957.779896796	22.8386996230448	368.519375394943	1218.42706114015
25	5309	CAST	41042	4308.36721613605	40244.2841108202	132656.137703129	23.3026058703718	370.702653310321	1215.65970156523
28	5309	CAST	41042	4333.32733073351	40108.8728846539	132992.802347061	23.4274064433591	369.460348483107	1218.74836802331
29	5309	CAST	41042	4222.31122323625	40209.7437540824	132888.247316508	22.8723259058727	370.385769303552	1217.78914755953
31	5309	CAST	41042	4366.52960924432	40103.3275726693	132874.20654364	23.5934178359131	369.40947406123	1217.66033312955
32	5309	CAST	41042	4254.27505726494	40151.7154957485	132839.450704172	23.0321450760162	369.85339996104	1217.341472217
34	5309	CAST	41042	4558.88458186138	40097.5871411436	132609.465980055	24.5551926989984	369.35680955182	1215.23152061959
35	5309	CAST	41042	4239.85715157055	40109.2191880226	133038.565733855	22.9600555475443	369.463525578232	1219.16821560859
36	5309	CAST	41042	4528.03548402066	40421.1816754719	132998.487775174	24.4009472097948	372.325566747492	1218.80052791426
37	5309	CAST	41042	4559.30172852085	40244.1929517232	132521.652500289	24.5572784322958	370.70181698833	1214.42589236486
38	5309	CAST	41042	4700.44464562079	40403.6331244647	132582.580582564	25.2629930177955	372.164570866692	1214.98486559674
0	5315	CAST	41045	3354.48665473908	106227.241357306	137188.661854331	18.5332030633869	976.050884929457	1257.24249194322
3	5315	CAST	41045	2801.95187209374	106629.300854534	137124.504476243	15.7705291501602	979.739504170084	1256.65389214425
4	5315	CAST	41045	2816.71156710259	106588.443842385	137173.045229816	15.8443276252045	979.364669196236	1257.09922015869
5	5315	CAST	41045	2857.20854704069	106290.280998641	137244.449443129	16.0468125248949	976.629230262804	1257.75430468449
6	5315	CAST	41045	3018.56107093052	106457.708425113	137116.434505678	16.8535751443441	978.165261698332	1256.57985571705
7	5315	CAST	41045	2925.66454461143	106198.578545768	137242.57984121	16.3890925127487	975.78792335571	1257.73715237331
8	5315	CAST	41045	2834.36555853116	106208.584015415	137252.463800916	15.9325975823473	975.879716655225	1257.82783090272
10	5315	CAST	41045	2965.64721525306	106374.368160902	137190.422010283	16.5890058659568	977.400672118407	1257.25864016297
13	5315	CAST	41045	2867.28243258143	106651.638062305	137453.043931662	16.0971819525986	979.944432681738	1259.66801558847
14	5315	CAST	41045	2779.80557594786	106508.780549467	137502.953376596	15.6597976694308	978.63381329791	1260.12590040437
15	5315	CAST	41045	3100.96931916181	106764.943461126	137119.077185879	17.2656163855005	980.983931753495	1256.60410048953
18	5315	CAST	41045	2896.24964050823	106267.380836754	137155.291272784	16.2420179922326	976.419137034489	1256.93633981894
19	5315	CAST	41045	2982.3814987864	106268.316047251	137171.339320258	16.6726772836235	976.427716947299	1257.08356961228
25	5315	CAST	41045	3054.78480603548	106705.628281297	137396.473303654	17.0346938198689	980.439755791761	1259.14901900123
26	5315	CAST	41045	3016.88264489464	106635.375985166	137461.559980758	16.8451830141647	979.79523931349	1259.74614447926
27	5315	CAST	41045	3038.13007339174	106648.965427563	137537.928456439	16.9514201566502	979.919913096955	1260.44677269651
28	5315	CAST	41045	2947.96890692999	106351.663822538	137003.55729825	16.5006143243415	977.192375436174	1255.54428500671
29	5315	CAST	41045	3097.16291659239	106430.340709705	137175.582127562	17.2465843726534	977.914181740452	1257.12249444993
31	5315	CAST	41045	3011.17231676935	106360.598104427	137065.003283395	16.8166313735382	977.274341325066	1256.10800964106
35	5315	CAST	41045	2941.33572865465	106457.198734554	137136.848679073	16.4674484329648	978.160585638155	1256.7671417115
38	5315	CAST	41045	2885.05125832117	106654.373064622	137299.010250482	16.1860260812973	979.969524446114	1258.25486255012
0	5318	CAST	41047	2286.41361549405	54550.1743938152	132309.405737232	13.1928378671618	501.949353154312	1212.47867435517
1	5318	CAST	41047	2315.30414543502	54652.5986653156	132597.785879129	13.3372905168666	502.889025369912	1215.12436373036
2	5318	CAST	41047	2257.0797441946	54714.4551310112	132445.309734654	13.0461685106645	503.45651588088	1213.72550001958
3	5318	CAST	41047	2326.37055967414	54530.2800413206	132649.664854373	13.3926225880622	501.766836158948	1215.60031763169
5	5318	CAST	41047	2358.42895551051	54857.5992887718	132528.067374125	13.5529145672441	504.769765034647	1214.4847444184
6	5318	CAST	41047	2571.41318534584	54762.3490817192	132251.29323608	14.6178357164207	503.895909924073	1211.94553214276
7	5318	CAST	41047	2631.47383451313	54814.974968918	132303.958468076	14.9181389622571	504.37871622865	1212.42869940878
8	5318	CAST	41047	2592.0218684726	54735.838334282	132300.656193673	14.7208791320545	503.652692057677	1212.39840331334
9	5318	CAST	41047	2424.44780262634	54798.0202911923	132353.819962032	13.8830088028232	504.223168726578	1212.88614430746
10	5318	CAST	41047	2448.70420357116	54931.2595364071	132351.312350305	14.0042908075473	505.445547123044	1212.86313869528
11	5318	CAST	41047	2536.25637477372	54799.4882612609	132329.43577315	14.4420516635601	504.236636341887	1212.66243615258
12	5318	CAST	41047	2513.41697103373	54822.6227576113	132171.438425209	14.3278546448601	504.44887942767	1211.21291919899
13	5318	CAST	41047	2571.220664302	54785.5936872307	132308.149114693	14.6168731112015	504.109163185647	1212.46714570801
14	5318	CAST	41047	2597.54350509518	54784.965429316	132331.230230886	14.7484873151674	504.103399351567	1212.67889906759
15	5318	CAST	41047	2174.01677530895	54583.8988395899	132417.5416161	12.6308536662362	502.258751739401	1213.47074663836
17	5318	CAST	41047	2587.29295324526	54787.6955779818	132352.914500201	14.6972345559178	504.128446587033	1212.87783731818
18	5318	CAST	41047	2405.23288278133	54493.8602485386	132358.024369608	13.7869342035982	501.432709619664	1212.92471685403
19	5318	CAST	41047	2477.29575664474	54505.2730843558	132349.411387144	14.1472485729152	501.537414535418	1212.84569866628
20	5318	CAST	41047	2426.9001393609	54517.1778404526	132289.680345589	13.895270486496	501.64663248126	1212.29770745935
21	5318	CAST	41047	2290.76256503014	54545.9316198192	132386.467213054	13.2145826148422	501.910428622238	1213.18566037188
22	5318	CAST	41047	2387.22144213212	54486.1303916282	132372.830428595	13.6968770003521	501.36179350122	1213.06055225757
23	5318	CAST	41047	2446.04037987034	54467.3092505143	132382.115901218	13.9909716890432	501.189122481826	1213.14574007981
24	5318	CAST	41047	2326.36862086038	54578.3555684392	132497.540958559	13.3926128939934	502.20789604077	1214.20468555999
25	5318	CAST	41047	2313.97723306986	54650.1224937457	132466.155837611	13.3306559550408	502.866308199545	1213.91674867056
26	5318	CAST	41047	2385.85966176171	54668.6026658028	132333.183095729	13.6900680985001	503.035851062454	1212.69681525881
27	5318	CAST	41047	2455.44415071214	54725.6390197431	132293.946068229	14.0379905432522	503.559120364659	1212.33684252945
28	5318	CAST	41047	2491.83286876611	54513.4652580756	132413.164121001	14.219934133522	501.61257209248	1213.43058613286
29	5318	CAST	41047	2499.02103353461	54446.4138695935	132391.967066763	14.2558749573645	500.997421739434	1213.23611774536
30	5318	CAST	41047	2499.314686485	54574.5457596398	132360.673258771	14.2573432221165	502.172943666464	1212.94901858947
31	5318	CAST	41047	2480.52273253069	54744.5370049006	132293.234103316	14.163383452345	503.732496375279	1212.33031074126
32	5318	CAST	41047	2491.20197969839	54503.3242079772	132369.429468768	14.2167796881835	501.519534935614	1213.02935079128
33	5318	CAST	41047	2271.54029411112	54707.4556998693	132356.949910892	13.1184712602471	503.392300916276	1212.91485943461
34	5318	CAST	41047	2422.89181892851	54720.3408831601	132381.980303287	13.875228884334	503.510513607017	1213.14449606209
35	5318	CAST	41047	2366.59746216234	54736.3242848081	132354.875644483	13.5937571005032	503.657150319384	1212.89582946756
36	5318	CAST	41047	2386.90896295991	54708.4921140066	132335.349214996	13.6953146044911	503.401809302857	1212.71668791263
37	5318	CAST	41047	2263.6124281246	54711.513530975	132519.666069148	13.0788319303145	503.429528724585	1214.40766822596
38	5318	CAST	41047	2301.03087025285	54672.1821237627	132506.909599147	13.2659241409557	503.068690126307	1214.29063639108
39	5318	CAST	41047	2440.76822862818	54627.1080903629	132545.72473459	13.9646109328324	502.655166884107	1214.64673855111
40	5318	CAST	41047	2279.75230483953	54593.5948107602	132606.987900953	13.1595313138891	502.347705603348	1215.20878594894
0	5328	CAST	41052	4711.10242619777	100807.556410774	141840.845642477	25.3162819206804	926.329004686048	1299.92307715558
2	5328	CAST	41052	4796.51993071648	100717.013388942	141926.689920694	25.7433694432739	925.498334760983	1300.71063934105
3	5328	CAST	41052	4833.74348320815	100782.638713444	141890.484182873	25.9294872057323	926.100401958249	1300.37847660875
4	5328	CAST	41052	4901.58115827106	100761.028574618	141892.364239968	26.2686755810468	925.90214380388	1300.39572483898
6	5328	CAST	41052	4794.21709198154	100652.486048809	142001.634821219	25.7318552495992	924.906340814802	1301.39820723578
7	5328	CAST	41052	3989.35700507345	100567.983314689	142179.105866442	21.7075548150588	924.131086373335	1303.0263819626
10	5328	CAST	41052	4495.32523801928	100802.761169406	142120.390837819	24.2373959797879	926.285011645971	1302.48771197523
11	5328	CAST	41052	4544.6091328263	100630.549886216	142151.682656111	24.483815453823	924.705091616708	1302.77479287699
12	5328	CAST	41052	4524.76723081977	100988.886945703	142113.345323407	24.3846059437904	927.992587575299	1302.42307422833
13	5328	CAST	41052	4568.60471907562	100914.427293989	142212.678285028	24.6037933850696	927.309471504533	1303.33438580283
14	5328	CAST	41052	4523.98699282519	101087.501388501	142095.038457249	24.3807047538174	928.897307233994	1302.25512132779
15	5328	CAST	41052	4392.81098532178	101112.878908411	142092.790090894	23.7248247163004	929.130128517571	1302.23449411353
16	5328	CAST	41052	4396.52923314843	101093.038794317	142111.880211581	23.7434159554336	928.948109122221	1302.40963283543
17	5328	CAST	41052	4443.39210742888	100812.764304554	142050.723809861	23.9777303268359	926.376783528058	1301.84856492974
19	5328	CAST	41052	4684.84419497189	100882.831761695	142219.76226547	25.184990764551	927.019604235777	1303.39937644909
20	5328	CAST	41052	4586.77283003789	100975.190702037	141985.678946462	24.6946339398809	927.866933963686	1301.25182306369
21	5328	CAST	41052	4430.11232997848	101027.747524745	142063.840430223	23.9113314395839	928.349106649077	1301.96890089637
24	5328	CAST	41052	4519.71652416838	101067.294745546	142019.671319976	24.3593524105334	928.711925188539	1301.56367970144
29	5328	CAST	41052	4460.58275818044	100774.144726764	142055.84393838	24.0636835805937	926.022475474946	1301.89553858587
30	5328	CAST	41052	4390.14168197861	100833.404000159	142158.482759554	23.7114781995846	926.566138533615	1302.83717914711
31	5328	CAST	41052	4328.82457831442	100826.500653118	142192.854939369	23.4048926812636	926.502805074522	1303.15252024633
32	5328	CAST	41052	4596.94982187744	100834.842549373	142016.183870663	24.7455188990787	926.579336232826	1301.53168475361
33	5328	CAST	41052	4742.90727976568	100815.617340675	141918.542326484	25.4753061885199	926.402958171371	1300.63589077032
34	5328	CAST	41052	4785.29308324602	100830.219450776	141953.491985457	25.6872352059216	926.536922484231	1300.95652984347
35	5328	CAST	41052	4738.27356400716	100848.610128553	141909.351126575	25.4521376097273	926.705644298691	1300.55156783538
36	5328	CAST	41052	4688.94107956296	100708.429057057	141822.391915085	25.2054751875063	925.419579422588	1299.75377690427
37	5328	CAST	41052	4609.4146796735	100810.373034095	141970.424210253	24.807843188059	926.354845266967	1301.11187135536
38	5328	CAST	41052	4587.7597704633	100800.961301503	141998.278777379	24.699568642008	926.268499096405	1301.36741784275
39	5328	CAST	41052	4512.42782240104	100820.349932309	142194.328798936	24.3229089016967	926.44637644325	1303.16604189373
40	5328	CAST	41052	4615.1494346819	101002.501367236	142197.194772672	24.836516963101	928.117490525146	1303.19233523076
0	5343	CAST	41059	1541.9967818923	88373.021542936	173448.406736493	9.47075369915301	812.250703146245	1589.90070187132
4	5343	CAST	41059	1699.83911299155	88275.4933751905	173360.725381009	10.2599653546492	811.355949313718	1589.09628576596
6	5343	CAST	41059	1886.15578486445	88259.3126326012	173015.163777123	11.1915487140138	811.207502134	1585.92599582205
8	5343	CAST	41059	1359.83448460953	88106.2239144922	173921.911879667	8.55994221273917	809.803018481624	1594.24478575365
9	5343	CAST	41059	1140.06868643696	88106.1430560464	173952.154096227	7.46111322187632	809.80227666102	1594.52223728172
10	5343	CAST	41059	1178.92292760381	88002.6675262755	173892.907242107	7.65538442771056	808.852959874131	1593.97868816135
12	5343	CAST	41059	1231.49135264823	88015.3255015455	173856.571346458	7.91822655293265	808.969088087617	1593.64533132054
15	5343	CAST	41059	386.115971911681	88282.8728417249	173726.769319078	3.6913496492499	811.423650841556	1592.45448703265
17	5343	CAST	41059	1436.1111037871	87838.3808190521	173760.403890757	8.94132530862699	807.345742376668	1592.76306108475
18	5343	CAST	41059	1369.59312910072	87687.5823043837	173798.498621201	8.60873543519508	805.962269765032	1593.1125540246
20	5343	CAST	41059	1215.1909681032	88070.1488905168	173874.013550624	7.83672463020749	809.472054958914	1593.80535154225
22	5343	CAST	41059	1410.72004518485	88062.8409897199	173904.511126459	8.81437001561573	809.405009997474	1594.08514581596
23	5343	CAST	41059	1207.37314015878	88092.194750536	173883.072498441	7.79763549048538	809.67431055542	1593.88846115525
24	5343	CAST	41059	1532.01563907534	87794.3156235779	173810.31668622	9.42084798506818	806.941474528281	1593.22097663945
25	5343	CAST	41059	1272.44910498429	88130.5491291194	173857.350420265	8.12301531461295	810.026185588295	1593.65247878666
26	5343	CAST	41059	1425.59646440565	87790.7908276582	173840.141593898	8.88875211171974	806.909136951037	1593.49459964568
27	5343	CAST	41059	1036.86911798369	87949.1967066884	173866.508722761	6.94511537960995	808.362401896267	1593.73649991047
30	5343	CAST	41059	1201.33215556837	87973.678535174	173852.537112823	7.76743056753333	808.587005827328	1593.60832000278
32	5343	CAST	41059	1046.24812031857	88103.3485812311	173840.957768101	6.99201039128434	809.776639277394	1593.5020874824
33	5343	CAST	41059	1097.08672924286	88113.4555408978	173895.468574892	7.24620343590579	809.869363678005	1594.00218662727
37	5343	CAST	41059	1370.56088480357	88061.7158398097	173878.210191556	8.61357421370935	809.394687521234	1593.8438528352
